Link,Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
https://app.thestorygraph.com/books/599613ef-7f2c-45c4-a26f-7f6995a2e6c6,I'm Glad My Mom Died,Jennette McCurdy,,9.78E+12,digital,read,8/6/2022,8/7/2022,2022/08/06-2022/08/07,1,"challenging, dark, emotional, hopeful, reflective, sad",medium,,,,,,5,,,,,Yes
https://app.thestorygraph.com/books/5a019fb7-8cad-411c-b60c-aa030edc2e7c,Six Crimson Cranes,Elizabeth Lim,,9.78E+12,digital,read,4/10/2022,4/10/2022,2022/04/09-2022/04/10,1,"adventurous, dark, emotional, mysterious",medium,Plot,Yes,Yes,Yes,Yes,5,,,,,No
https://app.thestorygraph.com/books/d880880e-ad7b-491d-840f-1d7d4f28fa70,Clap When You Land,Elizabeth Acevedo,,9.78E+12,digital,read,8/23/2020,7/30/2021,7/30/2021,1,"challenging, emotional, hopeful, sad",medium,,,,,,5,,Graphic: Death of parent; ,,,No
https://app.thestorygraph.com/books/5b7302ed-b4f3-4ad4-a593-fe847f78ba64,Flip the Script,Lyla Lee,,9.78E+12,hardcover,read,6/27/2022,6/27/2022,2022/06/26-2022/06/27,1,"emotional, funny, hopeful, lighthearted",medium,A mix,Yes,Yes,Yes,N/A,4,,,,,Yes
https://app.thestorygraph.com/books/dfa40233-a134-4bec-a43d-bf1213f428fd,Friends Like These,Meg Rosoff,,9.78E+12,paperback,read,7/7/2023,7/7/2023,2023/07/06-2023/07/07,1,"emotional, reflective",slow,Character,Yes,No,No,Yes,2,,,,,Yes
https://app.thestorygraph.com/books/b9a180c2-05a7-40eb-b13d-78e44ac9738c,The Dragon Republic,R.F. Kuang,,9.78E+12,paperback,read,7/7/2023,12/19/2023,2023/12/17-2023/12/19,1,"adventurous, challenging, dark, emotional, tense",medium,A mix,Yes,Yes,Yes,Yes,5,,,,,Yes
https://app.thestorygraph.com/books/7e661a0d-089c-4eff-ba80-15cb6a54c05d,Loveless,Alice Oseman,,9.78E+12,hardcover,read,1/7/2019,3/19/2022,2022/03/12-2022/03/19,1,"funny, informative, inspiring, lighthearted, reflective",medium,Character,Yes,Yes,Yes,Yes,3.75,,,,,Yes
https://app.thestorygraph.com/books/5cfbe368-a6e4-4850-83fd-c87c8c0c89ac,A Clash of Steel: A Treasure Island Remix,C.B. Lee,,9.78E+12,hardcover,read,7/29/2022,7/29/2022,2022/07/28-2022/07/29,1,"adventurous, tense",medium,A mix,Yes,Yes,Yes,Yes,4.5,,,,,No
https://app.thestorygraph.com/books/019764d6-eff8-4f08-9d85-7e3e16328539,I Am Not Your Perfect Mexican Daughter,Erika L. Sánchez,,9.78E+12,paperback,to-read,8/22/2023,,,0,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/5df4d080-334d-4143-9873-a52d85db25d4,All the Light We Cannot See,Anthony Doerr,,9.78E+12,hardcover,read,4/8/2017,,,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/5e209f52-3a56-429b-ac77-f8ade2a2ed9d,"Good Girl, Bad Blood",Holly Jackson,,9.78E+12,paperback,read,4/16/2022,4/16/2022,2022/04/16-2022/04/16,1,"adventurous, dark, mysterious",fast,Plot,It's complicated,Yes,No,It's complicated,4.25,,,,,Yes
https://app.thestorygraph.com/books/5e5cf4af-9ce8-458d-9a15-ae955cfed7a8,An Absolutely Remarkable Thing,Hank Green,,9.78E+12,hardcover,read,4/8/2018,3/14/2022,2022/03/13-2022/03/14,1,"adventurous, dark, mysterious, reflective, tense",fast,A mix,Yes,Yes,Yes,It's complicated,4.5,,,,,No
https://app.thestorygraph.com/books/60826147-5273-4af5-bfd1-27ff714ecb81,The Darkening,Sunya Mara,,9.78E+12,hardcover,read,1/20/2023,1/21/2023,2023/01/19-2023/01/21,1,"adventurous, dark, emotional, mysterious",medium,A mix,It's complicated,It's complicated,Yes,Yes,3.5,,,,,No
https://app.thestorygraph.com/books/60e78619-a7c2-436f-a9fd-638e62b74c13,Akata Witch,Nnedi Okorafor,,9.78E+12,hardcover,read,7/21/2022,7/22/2022,2022/07/21-2022/07/22,1,"adventurous, mysterious",medium,Plot,Yes,Yes,Yes,It's complicated,3.5,,,,,Yes
https://app.thestorygraph.com/books/611ed85b-f358-45e2-ab09-b1775598df40,Legendborn,Tracy Deonn,,9.78E+12,hardcover,read,4/1/2022,4/1/2022,2022/03/31-2022/04/01,1,"adventurous, challenging, emotional, inspiring, mysterious, tense",fast,A mix,Yes,Yes,Yes,Yes,5,,,,,Yes
https://app.thestorygraph.com/books/61be343e-a651-4598-83e7-6c429b5a03c5,House of Roots and Ruin,Erin A. Craig,,9.78E+12,hardcover,read,12/27/2023,1/5/2024,2024/01/04-2024/01/05,1,"adventurous, dark, mysterious, tense",medium,Plot,Yes,It's complicated,No,Yes,5,"<div>What did I just READ?<br><br>I greatly preferred this to House of Salt and Sorrows, but take that with the grain of salt that this book is kind of way more insane in its twists and turns. The pacing is pretty typical for the first half and breakneck in the second, but I didn’t find it overly jarring.&nbsp;<br><br>The only thing that may not hit for everyone like it did for me is that the characters themselves, or at least the main pair, are easily the least interesting part of the book. I do think that the wheelchair user representation is super intriguing—the conversations between the main two about it are very sweet, the accommodation of it in the main setting is cool, the fact that we’re not ignoring ableism’s existence is nice!<br><br>Overall, dying to know what happens next, hoping this isn’t a standalone??</div>","Graphic: Death, Pregnancy, Body horror, Child death, Miscarriage, and Death of parent; Minor: Rape, Infertility, and Ableism; ",,,No
https://app.thestorygraph.com/books/61d4ec93-d2a7-4391-bb47-1d2b8fbffd30,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,,9.78E+12,hardcover,read,1/19/2018,,,1,,,,,,,,5,,,,,No
https://app.thestorygraph.com/books/62abeb4b-93b5-45f2-b2a5-e9f58878d243,Juliet Takes a Breath,Gabby Rivera,,9.78E+12,paperback,read,5/8/2022,5/8/2022,2022/05/07-2022/05/08,1,"challenging, emotional, informative, inspiring, reflective",medium,Character,Yes,It's complicated,Yes,Yes,3.75,,,,,No
https://app.thestorygraph.com/books/62f4656c-378e-4b6f-b8d3-cfe593168aec,The Leftover Woman,Jean Kwok,,9.78E+12,hardcover,to-read,12/27/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/4319278a-e266-41e0-9355-5515429d5df3,A Wizard of Earthsea,Ursula K. Le Guin,,9.78E+12,paperback,to-read,12/27/2023,,,0,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/4a867641-d62d-4d39-8e0d-eeab7ada3a50,Small Favors,Erin A. Craig,,9.78E+12,digital,to-read,1/6/2024,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/64563a6a-fcf2-437b-aea9-cd420548d34f,The Night Hunt,Alexandra Christo,,9.78E+12,hardcover,read,12/27/2023,12/31/2023,2023/12/28-2023/12/31,1,"adventurous, dark, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/646215bb-5b3c-48f2-9825-6b947f9a19d2,Harrow the Ninth,Tamsyn Muir,,9.78E+12,hardcover,read,11/27/2022,1/6/2023,2023/01/01-2023/01/06,1,"challenging, dark, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,3.75,,,,,Yes
https://app.thestorygraph.com/books/64766c63-b9d2-4915-a4c4-34256d100632,Dread Nation,Justina Ireland,,9.78E+12,paperback,read,4/11/2023,4/12/2023,2023/04/10-2023/04/12,1,"adventurous, challenging, dark",medium,A mix,Yes,Yes,Yes,It's complicated,4,,,,,Yes
https://app.thestorygraph.com/books/648a6849-37c4-4034-a2e4-ffed56c714f7,A Darker Shade of Magic,V.E. Schwab,,9.78E+12,paperback,read,8/22/2023,9/13/2023,2023/09/11-2023/09/13,1,"adventurous, dark, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/65598dcd-4c9c-4623-b9b6-275a913aceb7,Ruin and Rising,Leigh Bardugo,,9.78E+12,hardcover,read,8/14/2017,8/14/2017,8/14/2017,1,,,,,,,,5,,,,,No
https://app.thestorygraph.com/books/6583b0e2-dca0-4d4d-965b-46e1614777ea,Kiki's Delivery Service,Eiko Kadono,"Emily Balistrieri (Translator), Yuta Onoda (Illustrator)",9.78E+12,hardcover,read,5/20/2022,5/20/2022,2022/05/19-2022/05/20,1,"adventurous, lighthearted",medium,A mix,Yes,Yes,No,Yes,3.5,,,,,Yes
https://app.thestorygraph.com/books/65a95185-7a1a-4347-a125-67d2dfb8f9eb,Forget Me Not,Alyson Derrick,,9.78E+12,hardcover,read,7/29/2023,7/29/2023,2023/07/28-2023/07/29,1,"challenging, emotional, hopeful, reflective",medium,Character,Yes,Yes,Yes,Yes,3.75,,,,,No
https://app.thestorygraph.com/books/66bec195-fa52-4fb7-acf9-9024f5cd5080,Five Survive,Holly Jackson,,9.78E+12,hardcover,read,2/8/2023,2/8/2023,2023/02/07-2023/02/08,1,"dark, emotional, mysterious, tense",medium,A mix,It's complicated,It's complicated,No,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/66ea979a-0a74-4f43-a5b9-d6bc67513a4e,One Dark Window,Rachel Gillig,,9.78E+12,paperback,read,10/26/2022,10/28/2022,2022/10/25-2022/10/28,1,"adventurous, dark, emotional, mysterious",medium,A mix,Yes,Yes,No,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/66ee52a3-0eae-44d4-9693-44e76d5754f4,Dealing in Dreams,Lilliam Rivera,,,,read,3/16/2019,1/1/2020,1/1/2020,1,,,,,,,,3,,,,,No
https://app.thestorygraph.com/books/67a9b8ca-2516-4f07-b731-2316caf608d3,Little Fires Everywhere,Celeste Ng,,9.78E+12,hardcover,read,9/15/2022,9/18/2022,2022/09/15-2022/09/18,1,"challenging, emotional, reflective",medium,Character,Yes,Yes,It's complicated,Yes,4.5,,,,,Yes
https://app.thestorygraph.com/books/67d895bb-3000-4bb8-a4d5-5337b24f6845,Convenience Store Woman,Sayaka Murata,Ginny Tapley Takemori (Translator),9.78E+12,paperback,read,5/30/2023,5/30/2023,2023/05/29-2023/05/30,1,"challenging, emotional, hopeful, reflective",fast,Character,Yes,It's complicated,N/A,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/67d895bb-3000-4bb8-a4d5-5337b24f6845,The Tea Dragon Society,K. O'Neill,,9.78E+12,hardcover,read,12/29/2018,,,1,,,,,,,,5,,,,,Yes
https://app.thestorygraph.com/books/68f915dc-750f-4f24-b464-fe316fd042e4,"Drizzle, Dreams, and Lovestruck Things",Maya Prasad,,,,read,11/24/2022,12/3/2022,2022/11/30-2022/12/03,1,"emotional, hopeful, lighthearted",medium,Character,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/69c9a2bc-2614-4a71-a1a9-ea4cb5eebe1e,King of Scars,Leigh Bardugo,,9.78E+12,hardcover,read,1/7/2019,5/20/2021,5/20/2021,1,"adventurous, mysterious",medium,,,,,,5,,,,,Yes
https://app.thestorygraph.com/books/6a660ecf-8e12-4073-beaa-25acbf928d5d,The Lost Apothecary,Sarah Penner,,9.78E+12,hardcover,read,2/20/2023,2/23/2023,2023/02/19-2023/02/23,1,"challenging, emotional, mysterious",medium,A mix,Yes,Yes,No,Yes,3.75,,,,,Yes
https://app.thestorygraph.com/books/6aa91c4c-1c1d-4db2-a012-749d9db49f4f,Y/N,Esther Yi,,B0B1BRSRYR,digital,read,12/24/2023,12/24/2023,2023/12/24-2023/12/24,1,"challenging, mysterious, reflective",fast,Character,It's complicated,N/A,N/A,Yes,3.5,,,,,Yes
https://app.thestorygraph.com/books/6ac628bb-6d5f-4ef2-a77a-92ab6798b622,The Storied Life of A. J. Fikry,Gabrielle Zevin,,9.78E+12,paperback,to-read,2/3/2024,,,0,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/6ad023c5-9b4d-4ab4-b2df-51de85e5b83a,Shadow and Bone,Leigh Bardugo,,9.78E+12,paperback,read,4/8/2017,5/28/2017,5/28/2017,1,,,,,,,,3,,,,,No
https://app.thestorygraph.com/books/6ae3cac2-c72a-4e0d-aa28-c1e1dcb76739,"Idol, Burning",Rin Usami,Asa Yoneda (Translator),9.78E+12,hardcover,read,9/4/2023,9/4/2023,2023/09/03-2023/09/04,1,"challenging, emotional, reflective",medium,Character,Yes,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/6ae697dc-4296-4d5b-a563-21e591f0437b,I Am Princess X,Cherie Priest,,,paperback,read,3/20/2018,,,1,,,,,,,,4,,,,,Yes
https://app.thestorygraph.com/books/6b1961a0-b06d-4da4-ad0b-514d17d18ba1,Get Even,Gretchen McNeil,,,,read,8/11/2017,1/1/2014,1/1/2014,1,,,,,,,,3,,,,,No
https://app.thestorygraph.com/books/6b55a59d-cb0a-4dc1-9a78-be148f7e6791,What the River Knows,Isabel Ibañez,,9.78E+12,hardcover,read,11/20/2023,11/23/2023,2023/11/20-2023/11/23,1,"adventurous, challenging, emotional, mysterious, tense",medium,A mix,It's complicated,It's complicated,Yes,Yes,3.25,,,,,Yes
https://app.thestorygraph.com/books/6b6cdd65-8f98-4156-b800-b9005afbcd1f,Stage Dreams,Mel Gillman,,,,read,1/14/2020,1/14/2020,1/14/2020,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/6c5efb09-21d2-4925-990d-42ffdad827f3,The Prison Healer,Lynette Noni,,9.78E+12,hardcover,read,12/20/2022,12/21/2022,2022/12/19-2022/12/21,1,"dark, emotional, mysterious, tense",medium,Plot,Yes,Yes,No,Yes,4,,,,,No
https://app.thestorygraph.com/books/6cf80d22-1039-4460-911d-002828d5a7fc,Before We Disappear,Shaun David Hutchinson,,9.78E+12,digital,read,6/24/2022,6/26/2022,2022/06/24-2022/06/26,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,3.75,,,,,No
https://app.thestorygraph.com/books/6cf82b39-42ff-4d61-8023-61513a4cefda,Mirror Girls,Kelly McWilliams,,9.78E+12,hardcover,read,10/4/2022,10/6/2022,2022/10/05-2022/10/06,1,"challenging, emotional, hopeful, mysterious",fast,A mix,It's complicated,Yes,Yes,Yes,4,,,,,No
https://app.thestorygraph.com/books/6d11d234-1ab2-4391-80fe-9499545bbe1a,Thistlefoot,GennaRose Nethercott,,9.78E+12,hardcover,read,10/4/2022,10/5/2022,2022/10/03-2022/10/05,1,"adventurous, emotional, mysterious, sad",medium,A mix,Yes,Yes,Yes,Yes,5,,,,,Yes
https://app.thestorygraph.com/books/6d12deb1-c80b-471f-8ea9-391461ce7ca1,What We Don't Talk About,Charlot Kristensen,,9.78E+12,paperback,to-read,7/21/2020,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/6d74f9d0-c0ad-40f8-abc2-3d8016467c1d,The Fifth Season,N.K. Jemisin,,9.78E+12,paperback,read,7/7/2022,6/22/2023,2023/06/18-2023/06/22,1,"adventurous, dark, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,5,,,,,Yes
https://app.thestorygraph.com/books/6dab42f4-dae9-4521-aa86-1b65b21b97a2,The Ivory Key,Akshaya Raman,,9.78E+12,hardcover,read,7/8/2022,7/9/2022,2022/07/08-2022/07/09,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,3.5,,,,,No
https://app.thestorygraph.com/books/6db349ec-62aa-4bd0-81c2-0963a15abf47,Echoes and Empires,Morgan Rhodes,,9.78E+12,hardcover,read,7/11/2022,7/11/2022,2022/07/11-2022/07/11,1,"adventurous, challenging, mysterious",medium,A mix,Yes,Yes,No,Yes,4,,,,,No
https://app.thestorygraph.com/books/6e3774f1-9d64-4b80-b0aa-51378cb656b2,Front Desk,Kelly Yang,,9.78E+12,digital,read,9/12/2019,,,1,,,,,,,,5,,,,,No
https://app.thestorygraph.com/books/6e9f3f84-b995-4290-a596-1df118d00780,A Ruinous Fate,Kaylie Smith,,9.78E+12,hardcover,read,5/23/2023,5/25/2023,2023/05/22-2023/05/25,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,No
https://app.thestorygraph.com/books/6edef044-ea30-41be-b2bd-6a3f6846d6ee,This Dark Descent,Kalyn Josephson,,9.78E+12,hardcover,read,11/15/2023,11/15/2023,2023/11/14-2023/11/15,1,"adventurous, emotional, funny, mysterious",medium,A mix,Yes,Yes,Yes,Yes,3.75,,,,,Yes
https://app.thestorygraph.com/books/6f0c4e7f-6027-4642-8d95-6f04c9a1cb1d,Bunny,Mona Awad,,9.78E+12,paperback,read,8/28/2023,8/30/2023,2023/08/28-2023/08/30,1,"dark, mysterious, tense",medium,Character,Yes,It's complicated,It's complicated,Yes,3.5,,,,,Yes
https://app.thestorygraph.com/books/6f373896-936f-424a-8324-1a9027a2af2c,In Deeper Waters,F.T. Lukens,,9.78E+12,hardcover,read,8/6/2021,7/5/2021,7/5/2021,1,"adventurous, emotional",medium,,,,,,3,,,,,No
https://app.thestorygraph.com/books/6f3d0298-a94a-46f8-ae70-370f1e810144,Summer in the City of Roses,Michelle Ruiz Keil,,9.78E+12,hardcover,read,5/27/2022,5/29/2022,2022/05/26-2022/05/29,1,"adventurous, challenging, dark, emotional, reflective",medium,Character,Yes,It's complicated,Yes,Yes,3.25,,,,,No
https://app.thestorygraph.com/books/6fc2c989-b1da-4a1f-b1f3-2c6e9848c500,The Princess and the Grilled Cheese Sandwich,Deya Muniz,,9.78E+12,paperback,read,10/26/2023,10/25/2023,2023/10/25-2023/10/25,1,"emotional, funny, hopeful, inspiring, lighthearted",medium,Character,Yes,Yes,Yes,Yes,5,,,,,No
https://app.thestorygraph.com/books/7041d1e7-005d-44e3-8c74-09eb6f47bf47,Half a Soul,Olivia Atwater,,B086825NZ3,digital,to-read,5/30/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/70a49749-c55a-4e4a-917d-3079a7ae3d1b,Crying in H Mart,Michelle Zauner,,9.78E+12,hardcover,read,2/8/2022,1/22/2023,2023/01/21-2023/01/22,1,"challenging, emotional, reflective, sad",medium,,,,,,4,,,,,Yes
https://app.thestorygraph.com/books/70e8a69f-ec28-4fdc-ad52-582231d73e73,Princess of Souls,Alexandra Christo,,9.78E+12,hardcover,read,10/20/2022,10/21/2022,2022/10/20-2022/10/21,1,"adventurous, dark, emotional, mysterious",medium,A mix,Yes,Yes,It's complicated,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/70f96962-f7f0-4451-9de4-3e3373a1dfa3,All of Us Villains,"C.L. Herman, Amanda Foody",,9.78E+12,hardcover,read,11/12/2022,11/13/2022,2022/11/11-2022/11/13,1,"adventurous, dark, mysterious",medium,A mix,It's complicated,Yes,No,Yes,4,,,,,No
https://app.thestorygraph.com/books/712b1613-a0a2-4044-b029-292824a93c0f,Anatomy: A Love Story,Dana Schwartz,,9.78E+12,hardcover,read,9/27/2022,9/28/2022,2022/09/26-2022/09/28,1,"adventurous, emotional, informative",medium,A mix,Yes,Yes,No,Yes,4.5,,,,,No
https://app.thestorygraph.com/books/71364502-7386-4bf6-92f6-3e9e8eb1f804,The Lightning Thief,Rick Riordan,,9.78E+12,paperback,read,4/11/2022,4/12/2022,2022/04/11-2022/04/12,1,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/719a1d78-6f52-46da-8bac-5cbe878b7755,Vagabonds!,Eloghosa Osunde,,9.78E+12,hardcover,to-read,12/22/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/729fa564-7e19-47a4-8916-1b4ff9bbbf4f,Fire with Fire,Destiny Soria,,9.78E+12,hardcover,to-read,12/22/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/7354f674-01e9-4b1c-b519-5e6575d95b7e,The Silent Patient,Alex Michaelides,,9.78E+12,hardcover,read,11/12/2022,4/7/2023,2023/04/06-2023/04/07,1,"dark, mysterious, tense",medium,Plot,It's complicated,It's complicated,No,Yes,3.75,,,,,No
https://app.thestorygraph.com/books/740f02f5-9ebc-4497-9d60-b27343dbd7da,A Million to One,Adiba Jaigirdar,,9.78E+12,digital,read,5/5/2023,5/6/2023,2023/05/04-2023/05/06,1,"adventurous, emotional, sad",medium,A mix,It's complicated,Yes,Yes,Yes,3,,,,,No
https://app.thestorygraph.com/books/7483b73f-7da4-4f77-b039-8b77aa527e5c,See You Yesterday,Rachel Lynn Solomon,,9.78E+12,digital,read,6/16/2022,6/18/2022,2022/06/17-2022/06/18,1,"adventurous, emotional, funny, hopeful",medium,A mix,Yes,Yes,Yes,Yes,4.75,,,,,Yes
https://app.thestorygraph.com/books/75250f71-c6a5-4823-a502-e32735f0e3c6,One of Us Is Lying,Karen M. McManus,,9.78E+12,hardcover,read,10/12/2017,8/3/2023,2023/08/02-2023/08/03,1,"dark, emotional, mysterious, tense",medium,A mix,Yes,Yes,Yes,Yes,3.75,,,,,Yes
https://app.thestorygraph.com/books/757c24e4-91c9-414e-8b46-4d9640988969,With the Fire on High,Elizabeth Acevedo,,9.78E+12,hardcover,to-read,6/17/2019,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/7598f5fa-4e21-4485-9c73-c557a3b5f044,A Study in Drowning,Ava Reid,,9.78E+12,hardcover,read,10/29/2023,10/30/2023,2023/10/28-2023/10/30,1,"adventurous, dark, emotional, mysterious",medium,A mix,Yes,Yes,No,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/75b2f186-3515-4557-b001-ed4532349098,Why Are All the Black Kids Sitting Together in the Cafeteria? And Other Conversations about Race,Beverly Daniel Tatum,,9.78E+12,digital,read,8/6/2021,4/21/2021,4/21/2021,1,"challenging, informative",medium,,,,,,5,,,,,Yes
https://app.thestorygraph.com/books/77013c21-6bbf-4f7f-b135-cfdb7ca81191,Salt Houses,Hala Alyan,,9.78E+12,hardcover,read,12/27/2023,1/29/2024,2024/01/27-2024/01/29,1,"challenging, emotional, reflective, sad",medium,A mix,Yes,Yes,Yes,Yes,5,,,,,Yes
https://app.thestorygraph.com/books/77edea93-a5d8-4722-a7fc-795c8839bad0,They'll Never Catch Us,Jessica Goodman,,9.78E+12,hardcover,read,3/9/2022,3/13/2022,2022/03/08-2022/03/13,1,"adventurous, emotional, mysterious, reflective",slow,A mix,Yes,It's complicated,Yes,Yes,3,,,,,No
https://app.thestorygraph.com/books/78ad6986-2505-4dc6-86f4-baedaff7cc95,Diary of a Void,Emi Yagi,"David Boyd (Translator), Lucy North (Translator)",9.78E+12,hardcover,read,12/9/2023,12/9/2023,2023/12/08-2023/12/09,1,"challenging, emotional, mysterious",medium,Character,It's complicated,It's complicated,N/A,Yes,3.5,,,,,Yes
https://app.thestorygraph.com/books/79210de3-1a7b-46f1-b08a-de93773ddc2e,What I Carry,Jennifer Longo,,9.78E+12,digital,read,12/30/2019,2/24/2020,2/24/2020,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/793a7f82-0acb-4c90-ac4c-cc384a987885,Both Can Be True,Jules Machias,,9.78E+12,hardcover,to-read,4/8/2022,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/79eff593-846b-46fc-880c-f5d76cbf1233,A Wizard's Guide to Defensive Baking,T. Kingfisher,,9.78E+12,paperback,read,11/7/2023,11/25/2023,2023/11/24-2023/11/25,1,"adventurous, challenging, dark, emotional, mysterious",medium,A mix,Yes,Yes,No,Yes,4,<div>Why DO the kids always have to save the world by themselves?</div>,,,,Yes
https://app.thestorygraph.com/books/7af7cc34-90fb-443a-a24f-7b81778053ab,The Lost Library,"Rebecca Stead, Wendy Mass",,9.78E+12,hardcover,to-read,11/7/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/7b2b2a36-5043-4a85-abb2-566fc06b4877,The Intern,Michele Campbell,,9.78E+12,hardcover,read,11/26/2023,11/27/2023,2023/11/25-2023/11/27,1,"dark, mysterious, tense",medium,A mix,It's complicated,It's complicated,No,Yes,3,,,,,Yes
https://app.thestorygraph.com/books/7b2bb0be-2f72-4879-96ce-d58ef4009022,Our Violent Ends,Chloe Gong,,9.78E+12,hardcover,read,3/15/2023,3/18/2023,2023/03/15-2023/03/18,1,"adventurous, dark, emotional, mysterious",medium,A mix,It's complicated,Yes,Yes,Yes,3.75,,,,,Yes
https://app.thestorygraph.com/books/7b2fab15-c759-434a-a38d-57e0f698a79c,ASAP,Axie Oh,,9.78E+12,hardcover,to-read,1/1/2024,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/7b42eb9b-da97-43af-a143-e1c4b8254728,The Adventures of Amina Al-Sirafi,S.A. Chakraborty,,9.78E+12,hardcover,read,3/10/2023,3/13/2023,2023/03/09-2023/03/13,1,"adventurous, emotional, mysterious, tense",medium,A mix,Yes,Yes,Yes,Yes,4,,,,,No
https://app.thestorygraph.com/books/7c1ea951-6efc-4997-8724-6b18d1363c08,Salt Magic,"Hope Larson, Rebecca Mock",,9.78E+12,hardcover,read,4/6/2022,4/5/2022,4/5/2022,1,"adventurous, emotional, mysterious",fast,A mix,Yes,Yes,No,Yes,4.5,,,,,No
https://app.thestorygraph.com/books/7c3bf6fa-b636-4a55-8b7f-3dd32168f2bd,The Severed Thread,Leslie Vedder,,9.78E+12,hardcover,read,5/31/2023,6/5/2023,2023/06/04-2023/06/05,1,"adventurous, emotional, mysterious",medium,A mix,Yes,Yes,Yes,Yes,3.75,,,,,No
https://app.thestorygraph.com/books/7cc60c85-9af2-4c49-b6bf-6f970de1d1bf,The Kinder Poison,Natalie Mae,,,,to-read,7/10/2020,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/7cc8ad08-5649-4ad4-8443-ce7ae610ea2c,The Unmaking of June Farrow,Adrienne Young,,9.78E+12,hardcover,to-read,12/22/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/7d2375cb-8121-4a9e-8179-c2f96e57476c,Watch Over Me,Nina LaCour,,9.78E+12,hardcover,read,5/1/2020,9/16/2020,9/16/2020,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/7d5abf73-0d77-4c32-866f-b76feec0b3af,Crooked Kingdom,Leigh Bardugo,,9.78E+12,paperback,read,4/8/2017,,,1,,,,,,,,4,,,,,Yes
https://app.thestorygraph.com/books/7db69ffa-9c96-4674-b473-7cc1f010574d,The Infinite Noise,Lauren Shippen,,9.78E+12,hardcover,read,9/1/2019,,,1,,,,,,,,4,,,,,No
https://app.thestorygraph.com/books/7e020018-45d4-40a2-9787-c385f5d930a6,The Song of Achilles,Madeline Miller,,9.78E+12,paperback,to-read,8/22/2023,,,0,,,,,,,,,,,,,No
https://app.thestorygraph.com/books/7e2c07d8-b2d1-471c-9f70-7b5915fa08cf,Chlorine,Jade Song,,9.78E+12,digital,read,10/9/2023,10/10/2023,2023/10/09-2023/10/10,1,"challenging, dark, mysterious",medium,Character,It's complicated,Yes,Yes,Yes,4,,,,,Yes
https://app.thestorygraph.com/books/7e484021-9136-4105-9294-322afa424a2e,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,,9.78E+12,hardcover,read,7/25/2022,7/27/2022,2022/07/24-2022/07/27,1,,,,,,,,,,,,,Yes
https://app.thestorygraph.com/books/7f7cb38d-fc73-4aec-b9b8-e9147946a900,What If It's Us,"Becky Albertalli, Adam Silvera",,9.78E+12,paperback,did-not-finish,7/25/2018,,,0,,,,,,,,,,,,,No
